"car_name","make","year","car_type","stock_class","stock_pi","drivetrain_stock","recommended_preset","primary_roles","upgrade_order","required_adjustable_parts","optional_parts","avoid","tune_sections","data_needed_for_exact_tune","risk_flags","ai_notes","confidence"
"1972 Chevrolet K-10 Custom","Chevrolet","1972","Pickups & 4x4's","D","268","RWD","cross_country_a_s1","cross_country_or_rough_route","off-road race tire > raised suspension > AWD > soft bump > power > stability gearing","offroad_suspension;race_diff","wide tires;roll-cage look/livery","low ride height;road cars unless route mild","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs","Landings and bumps decide the event","derived_from_car_archetype_and_build_preset"
"1979 Chevrolet Camaro Z28","Chevrolet","1979","Classic Muscle","D","364","RWD","road_a_balanced","leaderboard_benchmark;muscle_power_build","street/semi-slick tire as needed > weight reduction > ARB > race springs/dampers > race diff > brakes > moderate power","ARB;race_springs;race_diff","race brakes;semi-slick;adjustable aero on technical routes","power before chassis;drag tire","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts","needs_in_game_weight_for_exact_springs;meta_signal_not_fun_default","A-class sweet spot is chassis plus controlled power","derived_from_car_archetype_and_build_preset"
"1988 Chevrolet Monte Carlo Super Sport","Chevrolet","1988","Retro Muscle","D","282","RWD","road_a_balanced","muscle_power_build","street/semi-slick tire as needed > weight reduction > ARB > race springs/dampers > race diff > brakes > moderate power","ARB;race_springs;race_diff","race brakes;semi-slick;adjustable aero on technical routes","power before chassis;drag tire","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts","needs_in_game_weight_for_exact_springs","A-class sweet spot is chassis plus controlled power","derived_from_car_archetype_and_build_preset"
"1995 Chevrolet Corvette ZR-1","Chevrolet","1995","Retro Muscle","B","576","RWD","road_a_balanced","muscle_power_build","street/semi-slick tire as needed > weight reduction > ARB > race springs/dampers > race diff > brakes > moderate power","ARB;race_springs;race_diff","race brakes;semi-slick;adjustable aero on technical routes","power before chassis;drag tire","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts","needs_in_game_weight_for_exact_springs","A-class sweet spot is chassis plus controlled power","derived_from_car_archetype_and_build_preset"
"1996 Chevrolet Impala Super Sport","Chevrolet","1996","Retro Muscle","C","407","RWD","road_a_balanced","muscle_power_build","street/semi-slick tire as needed > weight reduction > ARB > race springs/dampers > race diff > brakes > moderate power","ARB;race_springs;race_diff","race brakes;semi-slick;adjustable aero on technical routes","power before chassis;drag tire","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts","needs_in_game_weight_for_exact_springs","A-class sweet spot is chassis plus controlled power","derived_from_car_archetype_and_build_preset"
"2002 Chevrolet Corvette Z06","Chevrolet","2002","Retro Muscle","A","602","RWD","road_a_balanced","muscle_power_build","street/semi-slick tire as needed > weight reduction > ARB > race springs/dampers > race diff > brakes > moderate power","ARB;race_springs;race_diff","race brakes;semi-slick;adjustable aero on technical routes","power before chassis;drag tire","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts","needs_in_game_weight_for_exact_springs","A-class sweet spot is chassis plus controlled power","derived_from_car_archetype_and_build_preset"
"2009 Chevrolet Corvette ZR1","Chevrolet","2009","Modern Muscle","S1","712","RWD","road_a_balanced","muscle_power_build","street/semi-slick tire as needed > weight reduction > ARB > race springs/dampers > race diff > brakes > moderate power","ARB;race_springs;race_diff","race brakes;semi-slick;adjustable aero on technical routes","power before chassis;drag tire","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts","needs_in_game_weight_for_exact_springs","A-class sweet spot is chassis plus controlled power","derived_from_car_archetype_and_build_preset"
"2015 Chevrolet Camaro Z/28","Chevrolet","2015","Track Toys","A","695","RWD","road_high_grip","track_day_or_rivals","semi-slick/slick > aero if technical > race brakes > race suspension > diff > weight > power","race_springs;race_diff;race_brakes","adjustable aero;race transmission","stock tires;no aero on technical high-speed","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs","High class magnifies aero and braking mistakes","derived_from_car_archetype_and_build_preset"
"2015 Chevrolet Corvette Z06","Chevrolet","2015","Modern Muscle","S1","755","RWD","road_a_balanced","muscle_power_build","street/semi-slick tire as needed > weight reduction > ARB > race springs/dampers > race diff > brakes > moderate power","ARB;race_springs;race_diff","race brakes;semi-slick;adjustable aero on technical routes","power before chassis;drag tire","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts","needs_in_game_weight_for_exact_springs","A-class sweet spot is chassis plus controlled power","derived_from_car_archetype_and_build_preset"
"2017 Chevrolet Camaro ZL1","Chevrolet","2017","Modern Muscle","S1","727","RWD","road_a_balanced","leaderboard_benchmark;muscle_power_build","street/semi-slick tire as needed > weight reduction > ARB > race springs/dampers > race diff > brakes > moderate power","ARB;race_springs;race_diff","race brakes;semi-slick;adjustable aero on technical routes","power before chassis;drag tire","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts","needs_in_game_weight_for_exact_springs;meta_signal_not_fun_default","A-class sweet spot is chassis plus controlled power","derived_from_car_archetype_and_build_preset"
"2018 Chevrolet Camaro ZL1 1LE","Chevrolet","2018","Track Toys","S1","728","RWD","road_high_grip","leaderboard_benchmark;track_day_or_rivals","semi-slick/slick > aero if technical > race brakes > race suspension > diff > weight > power","race_springs;race_diff;race_brakes","adjustable aero;race transmission","stock tires;no aero on technical high-speed","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs;meta_signal_not_fun_default","High class magnifies aero and braking mistakes","derived_from_car_archetype_and_build_preset"
"2019 Chevrolet Corvette ZR1","Chevrolet","2019","Track Toys","S1","778","RWD","road_high_grip","track_day_or_rivals","semi-slick/slick > aero if technical > race brakes > race suspension > diff > weight > power","race_springs;race_diff;race_brakes","adjustable aero;race transmission","stock tires;no aero on technical high-speed","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs;check_availability_currently","High class magnifies aero and braking mistakes","derived_from_car_archetype_and_build_preset"
"2020 Chevrolet Corvette Stingray Coupe","Chevrolet","2020","Modern Supercars","A","700","RWD","road_high_grip","leaderboard_benchmark","semi-slick/slick > aero if technical > race brakes > race suspension > diff > weight > power","race_springs;race_diff;race_brakes","adjustable aero;race transmission","stock tires;no aero on technical high-speed","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs;meta_signal_not_fun_default","High class magnifies aero and braking mistakes","derived_from_car_archetype_and_build_preset"
"2020 Chevrolet Silverado LT Trail Boss","Chevrolet","2020","Pickups & 4x4's","C","449","RWD","cross_country_a_s1","cross_country_or_rough_route","off-road race tire > raised suspension > AWD > soft bump > power > stability gearing","offroad_suspension;race_diff","wide tires;roll-cage look/livery","low ride height;road cars unless route mild","tires;gearing;alignment;anti_roll_bars;springs;ride_height;damping;aero;brakes;differential","power; torque; weight; front_weight_percent; tire_compound; tire_widths; installed_adjustable_parts; spring_slider_ranges; ride_height_ranges","needs_in_game_weight_for_exact_springs","Landings and bumps decide the event","derived_from_car_archetype_and_build_preset"
